9900, -6.062, -4.179, 0.608
9901, -6.065, -4.179, 0.161
9902, -5.599, -4.944, 0.158
9903, -5.596, -4.941, 0.606
1500, -2.664, -3.375, -0.751
1501, -2.674, -3.375, -1.361
1502, -2.151, -3.056, -1.361
1503, -2.147, -3.052, -0.751
1400, 2.065, -0.488, -0.762
1401, 2.061, -0.48, -1.369
1402, 2.588, -0.167, -1.369
1403, 2.583, -0.17, -0.759
2100, 6.068, 4.795, -0.757
2101, 6.071, 4.788, -1.365
2102, 5.549, 4.468, -1.36
2103, 5.546, 4.475, -0.751
2600, 9.641, 4.144, -0.055
2601, 9.64, 4.144, -0.664
2602, 10.164, 4.465, -0.661
2603, 10.161, 4.466, -0.052
1700, 14.532, 7.161, -0.749
1701, 14.537, 7.164, -1.357
1702, 15.063, 7.482, -1.352
1703, 15.052, 7.48, -0.743
1800, 20.436, 10.786, -0.75
1801, 20.427, 10.788, -1.357
1802, 20.962, 11.113, -1.362
1803, 20.952, 11.104, -0.752
1100, 24.261, 15.983, -0.759
1101, 24.265, 15.979, -1.368
1102, 23.741, 15.662, -1.364
1103, 23.741, 15.661, -0.754
800, 29.94, 18.253, 0.54
801, 29.939, 18.248, -0.067
802, 29.62, 18.767, -0.07
803, 29.619, 18.769, 0.538
300, 31.532, 15.042, 0.383
301, 31.536, 15.044, -0.226
302, 31.212, 15.563, -0.224
303, 31.212, 15.561, 0.385
100, 32.409, 13.644, 1.3
101, 32.407, 13.643, 0.691
102, 32.079, 14.164, 0.692
103, 32.088, 14.165, 1.302
600, 32.367, 10.14, -1.392
601, 32.366, 10.14, -1.999
602, 32.889, 10.453, -2.001
603, 32.886, 10.459, -1.393
1200, 29.015, 14.58, 0.487
1201, 29.024, 14.583, -0.121
1202, 28.505, 14.259, -0.129
1203, 28.501, 14.251, 0.48
900, 29.394, 12.223, -0.269
901, 29.391, 12.224, -0.877
902, 29.714, 11.706, -0.879
903, 29.716, 11.705, -0.27
2400, 30.481, 10.464, -1.548
2401, 30.472, 10.48, -2.156
2402, 30.8, 9.963, -2.177
2403, 30.803, 9.946, -1.566
